year,date,speaker,text
2011.0,1/25/11,Barack Obama,"In the coming months, my administration will develop a proposal to merge, consolidate, and reorganize the Federal Government in a way that best serves the goal of a more competitive America."
2011.0,1/25/11,Barack Obama,"I will submit that proposal to Congress for a vote, and we will push to get it passed."
2011.0,1/25/11,Barack Obama,"In the coming year, we'll also work to rebuild people's faith in the institution of Government."
2011.0,1/25/11,Barack Obama,"Because you deserve to know exactly how and where your tax dollars are being spent, you'll be able to go to a web site and get that information for the very first time in history."
2011.0,1/25/11,Barack Obama,"Because you deserve to know when your elected officials are meeting with lobbyists, I ask Congress to do what the White House has already done: put that information online."
2011.0,1/25/11,Barack Obama,"And because the American people deserve to know that special interests aren't larding up legislation with pet projects, both parties in Congress should know this: If a bill comes to my desk with earmarks inside, I will veto it."
2011.0,1/25/11,Barack Obama,I will veto it.
2011.0,1/25/11,Barack Obama,"The 21st-century Government that's open and competent, a government that lives within its means, an economy that's driven by new skills and new ideas-our success in this new and changing world will require reform, responsibility, and innovation."
2011.0,1/25/11,Barack Obama,It will also require us to approach that world with a new level of engagement in our foreign affairs.
2011.0,1/25/11,Barack Obama,"Just as jobs and businesses can now race across borders, so can new threats and new challenges."
2011.0,1/25/11,Barack Obama,No single wall separates East and West.
2011.0,1/25/11,Barack Obama,No one rival superpower is aligned against us.
2011.0,1/25/11,Barack Obama,"And so we must defeat determined enemies, wherever they are, and build coalitions that cut across lines of region and race and religion."
2011.0,1/25/11,Barack Obama,And America's moral example must always shine for all who yearn for freedom and justice and dignity.
2011.0,1/25/11,Barack Obama,"And because we've begun this work, tonight we can say that American leadership has been renewed and America's standing has been restored."
2011.0,1/25/11,Barack Obama,"Look to Iraq, where nearly 100,000 of our brave men and women have left with their heads held high."
2011.0,1/25/11,Barack Obama,"American combat patrols have ended, violence is down, and a new Government has been formed."
2011.0,1/25/11,Barack Obama,"This year, our civilians will forge a lasting partnership with the Iraqi people, while we finish the job of bringing our troops out of Iraq."
2011.0,1/25/11,Barack Obama,America's commitment has been kept.
2011.0,1/25/11,Barack Obama,The Iraq war is coming to an end.
2011.0,1/25/11,Barack Obama,"Of course, as we speak, Al Qaida and their affiliates continue to plan attacks against us."
2011.0,1/25/11,Barack Obama,"Thanks to our intelligence and law enforcement professionals, we're disrupting plots and securing our cities and skies."
2011.0,1/25/11,Barack Obama,"And as extremists try to inspire acts of violence within our borders, we are responding with the strength of our communities, with respect for the rule of law, and with the conviction that American Muslims are a part of our American family."
2011.0,1/25/11,Barack Obama,We've also taken the fight to Al Qaida and their allies abroad.
2011.0,1/25/11,Barack Obama,"In Afghanistan, our troops have taken Taliban strongholds and trained Afghan security forces."
2011.0,1/25/11,Barack Obama,"Our purpose is clear: By preventing the Taliban from reestablishing a stranglehold over the Afghan people, we will deny Al Qaida the safe haven that served as a launching pad for 9/11."
2011.0,1/25/11,Barack Obama,"Thanks to our heroic troops and civilians, fewer Afghans are under the control of the insurgency."
2011.0,1/25/11,Barack Obama,"There will be tough fighting ahead, and the Afghan Government will need to deliver better governance."
2011.0,1/25/11,Barack Obama,But we are strengthening the capacity of the Afghan people and building an enduring partnership with them.
2011.0,1/25/11,Barack Obama,"This year, we will work with nearly 50 countries to begin a transition to an Afghan lead, and this July, we will begin to bring our troops home."
2011.0,1/25/11,Barack Obama,"In Pakistan, Al Qaida's leadership is under more pressure than at any point since 2001."
2011.0,1/25/11,Barack Obama,Their leaders and operatives are being removed from the battlefield.
2011.0,1/25/11,Barack Obama,Their safe havens are shrinking.
2011.0,1/25/11,Barack Obama,"And we've sent a message from the Afghan border to the Arabian Peninsula to all parts of the globe: We will not relent, we will not waver, and we will defeat you."
2011.0,1/25/11,Barack Obama,American leadership can also be seen in the effort to secure the worst weapons of war.
2011.0,1/25/11,Barack Obama,"Because Republicans and Democrats approved the new START Treaty, far fewer nuclear weapons and launchers will be deployed."
2011.0,1/25/11,Barack Obama,"Because we rallied the world, nuclear materials are being locked down on every continent so they never fall into the hands of terrorists."
2011.0,1/25/11,Barack Obama,"Because of a diplomatic effort to insist that Iran meet its obligations, the Iranian Government now faces tougher sanctions, tighter sanctions than ever before."
2011.0,1/25/11,Barack Obama,"And on the Korean Peninsula, we stand with our ally South Korea and insist that North Korea keeps its commitment to abandon nuclear weapons."
2011.0,1/25/11,Barack Obama,This is just a part of how we're shaping a world that favors peace and prosperity.
2011.0,1/25/11,Barack Obama,"With our European allies, we revitalized NATO and increased our cooperation on everything from counterterrorism to missile defense."
2011.0,1/25/11,Barack Obama,"We've reset our relationship with Russia, strengthened Asian alliances, built new partnerships with nations like India."
2011.0,1/25/11,Barack Obama,"This March, I will travel to Brazil, Chile, and El Salvador to forge new alliances across the Americas."
2011.0,1/25/11,Barack Obama,"Around the globe, we're standing with those who take responsibility, helping farmers grow more food, supporting doctors who care for the sick, and combating the corruption that can rot a society and rob people of opportunity."
2011.0,1/25/11,Barack Obama,Recent events have shown us that what sets us apart must not just be our power-it must also be the purpose behind it.
2011.0,1/25/11,Barack Obama,In south Sudan-with our assistance-the people were finally able to vote for independence after years of war.
2011.0,1/25/11,Barack Obama,Thousands lined up before dawn.
2011.0,1/25/11,Barack Obama,People danced in the streets.
2011.0,1/25/11,Barack Obama,One man who lost four of his brothers at war summed up the scene around him.
2011.0,1/25/11,Barack Obama,"This was a battlefield for most of my life, he said."
2011.0,1/25/11,Barack Obama,Now we want to be free.
2011.0,1/25/11,Barack Obama,"And we saw that same desire to be free in Tunisia, where the will of the people proved more powerful than the writ of a dictator."
2011.0,1/25/11,Barack Obama,And tonight let us be clear: The United States of America stands with the people of Tunisia and supports the democratic aspirations of all people.
2011.0,1/25/11,Barack Obama,"We must never forget that the things we've struggled for, and fought for, live in the hearts of people everywhere."
2011.0,1/25/11,Barack Obama,And we must always remember that the Americans who have borne the greatest burden in this struggle are the men and women who serve our country.
2011.0,1/25/11,Barack Obama,Tonight let us speak with one voice in reaffirming that our Nation is united in support of our troops and their families.
2011.0,1/25/11,Barack Obama,"Let us serve them as well as they've served us, by giving them the equipment they need, by providing them with the care and benefits that they have earned, and by enlisting our veterans in the great task of building our own Nation."
2011.0,1/25/11,Barack Obama,Our troops come from every corner of this country.
2011.0,1/25/11,Barack Obama,"They're Black, White, Latino, Asian, Native American."
